node_id,position,degree,num_branches,z,y,x
3974,[434 108 191],3,3,434,108,191
3975,[434 108 192],3,3,434,108,192
3976,[434 108 193],3,3,434,108,193
3977,[434 108 194],3,3,434,108,194
3978,[434 108 195],3,3,434,108,195
3982,[434 109 191],3,3,434,109,191
3989,[434 110 191],3,3,434,110,191
4000,[434 113 188],3,3,434,113,188
4004,[434 113 195],3,3,434,113,195
4005,[434 113 196],3,3,434,113,196
4008,[434 113 199],3,3,434,113,199
4009,[434 113 200],4,4,434,113,200
4020,[434 115 187],3,3,434,115,187
4021,[434 115 191],3,3,434,115,191
4023,[434 115 198],3,3,434,115,198
4024,[434 115 203],3,3,434,115,203
4025,[434 116 187],3,3,434,116,187
4026,[434 116 191],4,4,434,116,191
4029,[434 116 203],3,3,434,116,203
4035,[434 117 203],3,3,434,117,203
4037,[434 118 189],4,4,434,118,189
4038,[434 118 190],3,3,434,118,190
4051,[434 120 190],3,3,434,120,190
4053,[434 121 190],3,3,434,121,190
4055,[434 122 190],3,3,434,122,190
4058,[434 122 196],3,3,434,122,196
4064,[434 123 193],3,3,434,123,193
4066,[435 106 191],3,3,435,106,191
4068,[435 107 190],3,3,435,107,190
4070,[435 107 194],4,4,435,107,194
4075,[435 108 194],3,3,435,108,194
4076,[435 108 198],3,3,435,108,198
4084,[435 111 192],3,3,435,111,192
4086,[435 111 194],4,4,435,111,194
4087,[435 111 195],3,3,435,111,195
4088,[435 111 196],3,3,435,111,196
4092,[435 112 192],3,3,435,112,192
4096,[435 112 197],3,3,435,112,197
4101,[435 113 189],3,3,435,113,189
4103,[435 113 192],4,4,435,113,192
4108,[435 114 192],3,3,435,114,192
4119,[435 116 187],3,3,435,116,187
4121,[435 116 198],3,3,435,116,198
4131,[435 118 191],3,3,435,118,191
4141,[435 119 194],3,3,435,119,194
4142,[435 119 195],4,4,435,119,195
4143,[435 119 196],3,3,435,119,196
4144,[435 119 197],3,3,435,119,197
4151,[435 120 197],3,3,435,120,197
4152,[435 120 198],3,3,435,120,198
4160,[435 121 199],3,3,435,121,199
4168,[436 106 191],3,3,436,106,191
4170,[436 106 194],3,3,436,106,194
4171,[436 106 195],3,3,436,106,195
4172,[436 106 196],3,3,436,106,196
4177,[436 108 190],3,3,436,108,190
4179,[436 108 198],3,3,436,108,198
4185,[436 110 199],4,4,436,110,199
4191,[436 112 194],3,3,436,112,194
4198,[436 113 190],3,3,436,113,190
4201,[436 113 201],3,3,436,113,201
4213,[436 116 186],3,3,436,116,186
4214,[436 116 188],3,3,436,116,188
4215,[436 116 189],3,3,436,116,189
4221,[436 116 198],3,3,436,116,198
4222,[436 116 199],3,3,436,116,199
4224,[436 117 186],3,3,436,117,186
4231,[436 118 186],3,3,436,118,186
4232,[436 118 192],3,3,436,118,192
4242,[436 119 200],3,3,436,119,200
4244,[436 119 202],3,3,436,119,202
4245,[436 120 187],3,3,436,120,187
4248,[436 120 192],3,3,436,120,192
4249,[436 120 193],4,4,436,120,193
4250,[436 120 194],3,3,436,120,194
4252,[436 121 190],3,3,436,121,190
4258,[436 122 195],3,3,436,122,195
4259,[436 122 196],3,3,436,122,196
4260,[436 122 197],3,3,436,122,197
4265,[437 106 194],3,3,437,106,194
4278,[437 110 191],3,3,437,110,191
4283,[437 111 200],3,3,437,111,200
4300,[437 114 203],3,3,437,114,203
4306,[437 115 193],3,3,437,115,193
4309,[437 116 186],3,3,437,116,186
4310,[437 116 193],4,4,437,116,193
4312,[437 116 200],3,3,437,116,200
4317,[437 117 196],3,3,437,117,196
4318,[437 117 197],4,4,437,117,197
4319,[437 117 198],3,3,437,117,198
4320,[437 117 200],3,3,437,117,200
4324,[437 118 193],4,4,437,118,193
4327,[437 118 198],3,3,437,118,198
4328,[437 118 199],4,4,437,118,199
4333,[437 119 193],3,3,437,119,193
4337,[437 120 193],3,3,437,120,193
4341,[437 121 189],3,3,437,121,189
4342,[437 121 190],3,3,437,121,190
4348,[437 122 195],3,3,437,122,195
4359,[438 107 192],3,3,438,107,192
4378,[438 113 192],3,3,438,113,192
4381,[438 114 187],3,3,438,114,187
4386,[438 114 201],3,3,438,114,201
4390,[438 115 201],3,3,438,115,201
4396,[438 116 202],3,3,438,116,202
4397,[438 116 203],4,4,438,116,203
4400,[438 117 195],3,3,438,117,195
4425,[438 121 199],4,4,438,121,199
4434,[439 107 193],3,3,439,107,193
4436,[439 107 195],3,3,439,107,195
4455,[439 112 202],3,3,439,112,202
4457,[439 113 188],3,3,439,113,188
4458,[439 113 189],3,3,439,113,189
4459,[439 113 190],3,3,439,113,190
4461,[439 113 202],3,3,439,113,202
4464,[439 114 201],3,3,439,114,201
4465,[439 114 202],4,4,439,114,202
4480,[439 117 203],3,3,439,117,203
4483,[439 118 196],3,3,439,118,196
4510,[440 108 193],3,3,440,108,193
4528,[440 111 198],4,4,440,111,198
4533,[440 112 191],3,3,440,112,191
4534,[440 112 192],3,3,440,112,192
4556,[440 116 203],3,3,440,116,203
4561,[440 118 188],3,3,440,118,188
4562,[440 118 189],3,3,440,118,189
4573,[440 119 195],4,4,440,119,195
4578,[440 120 195],3,3,440,120,195
4579,[440 120 196],4,4,440,120,196
4580,[440 120 197],4,4,440,120,197
4581,[440 120 198],4,4,440,120,198
4593,[441 109 193],3,3,441,109,193
4594,[441 109 194],3,3,441,109,194
4595,[441 109 195],3,3,441,109,195
4597,[441 110 192],3,3,441,110,192
4606,[441 112 194],3,3,441,112,194
4607,[441 112 195],3,3,441,112,195
4608,[441 112 196],3,3,441,112,196
4609,[441 112 197],3,3,441,112,197
4610,[441 112 198],3,3,441,112,198
4611,[441 112 199],3,3,441,112,199
4612,[441 112 200],3,3,441,112,200
4626,[441 114 189],3,3,441,114,189
4627,[441 114 190],3,3,441,114,190
4628,[441 114 191],3,3,441,114,191
4640,[441 115 188],3,3,441,115,188
4643,[441 115 191],3,3,441,115,191
4659,[441 117 192],3,3,441,117,192
4685,[442 115 195],3,3,442,115,195
4691,[442 115 201],3,3,442,115,201
4713,[443 106 200],3,3,443,106,200
4718,[443 116 195],3,3,443,116,195
4719,[443 116 196],3,3,443,116,196
4720,[443 116 197],3,3,443,116,197
4721,[443 116 198],3,3,443,116,198
4722,[443 116 199],3,3,443,116,199
