branch_id,diameter_mean_mm,diameter_std_mm,diameter_min_mm,diameter_max_mm,length_mm,num_points,volume_mm3,surface_area_mm2
1021,3.803616482404152,0.3864742822344056,3.4171422001697462,4.1900907646385575,0.7792969942092896,2,8.854954294166411,9.312142099636144
1022,3.5526899839281154,0.14628122579425876,3.4171422001697462,3.755805644188137,1.399999976158142,3,13.878180537832208,15.625546389485375
1023,1.7475226792387104,0.3475227030805683,1.399999976158142,2.0950453823192787,0.7792969942092896,2,1.8691257643260806,4.278343935748737
1024,2.7056061930849635,0.09439375923132065,2.611212433853643,2.799999952316284,0.7792969942092896,2,4.480454292423301,6.623956293232216
1025,3.189349071723534,0.31187730344152215,2.799999952316284,3.563485677597184,1.4792969822883606,3,11.818146322029436,14.822016726620486
1026,2.353128908086461,0.2580835257671821,2.0950453823192787,2.611212433853643,1.0475226911596394,2,4.555591343089768,7.743887429939952
1027,2.2041847566547292,0.0,2.2041847566547292,2.2041847566547292,0.7792969942092896,2,2.9736432985195163,5.396359428658035
1028,2.626176013647391,0.5230118408542639,2.2041847566547292,3.485122107426463,2.3378909826278687,4,12.663734533378776,19.288477950555375
1029,4.5354826853376125,0.34539192069905544,4.1900907646385575,4.880874606036668,0.7792969942092896,2,12.590411050728097,11.103921610311158
1030,4.8022417933793005,0.5405510061807585,4.1900907646385575,5.619590542873114,2.3378909826278687,4,42.345004496547126,35.27103075478361
1031,3.810339505417719,0.29037407876543364,3.485122107426463,4.1900907646385575,1.4792969822883606,3,16.868349849393876,17.707975707056725
1032,4.318340125112403,0.5625344809242656,3.755805644188137,4.880874606036668,0.699999988079071,2,10.252307067419935,9.496525767203735
1033,2.7370549706679044,0.7784048796463383,1.558593988418579,3.485122107426463,3.8964849710464478,6,22.92608648988394,33.50475125355549
1034,3.465078613704239,1.581610182662198,1.558593988418579,6.389635628499902,4.944007662206087,7,46.62246168115368,53.81980252541898
1035,3.485122107426463,0.0,3.485122107426463,3.485122107426463,1.0475226911596394,2,9.992848855315328,11.469152066748562
1036,5.470599618452738,0.2461174477141002,5.123685406090829,5.668522906394269,1.558593988418579,3,36.63470846982435,26.786612821199903
1037,3.6204638758073,0.1353417683808371,3.485122107426463,3.755805644188137,0.7792969942092896,2,8.022714169761523,8.863741713730093
1038,4.206914529137634,0.721792421711172,3.485122107426463,4.928706950848807,0.7792969942092896,2,10.832289537756798,10.299509973621722
1039,4.557736142868089,0.5185089058966876,3.755805644188137,5.123685406090829,2.1792969703674316,4,35.55532519571066,31.20437347067347
1040,3.089331075559054,0.7165315819578715,2.0950453823192787,3.755805644188137,1.4792969822883606,3,11.088534669401731,14.357198238968442
1041,6.080049049131226,0.24732840601883804,5.812849056411091,6.409123170514271,1.4792969822883606,3,42.949629159607035,28.256107023178757
1042,6.956205471161591,0.6670278910958664,6.018174920468318,7.511611288376274,1.4792969822883606,3,56.21989833787166,32.327911284934316
1043,7.168153228660422,0.5586995298995092,6.576979450000576,7.917725712072006,1.4792969822883606,3,59.69800436423429,33.31290638461455
1044,7.044295369188426,0.4673159191878491,6.576979450000576,7.511611288376274,0.699999988079071,2,27.28117236536368,15.49121434327746
1045,1.4792969822883606,0.0792970061302185,1.399999976158142,1.558593988418579,0.7792969942092896,2,1.3393794309464786,3.6216647420575683
1046,2.1096401775822615,0.6386303802668272,1.558593988418579,3.117187976837158,2.25859397649765,4,7.8948670840221915,14.969125385296838
1047,1.8813893725366542,0.32279538411807507,1.558593988418579,2.2041847566547292,0.7792969942092896,2,2.1664579075513597,4.606080887191047
1048,2.3059416759544575,0.17624815424881565,2.2041847566547292,2.611212433853643,2.3378909826278687,4,9.76361788494097,16.93645244674229
1049,2.99457817746719,0.41191785628953304,2.2041847566547292,3.4171422001697462,2.958593964576721,5,20.8375454042891,27.83369699423037
1050,2.8642002053454005,0.25298777149175766,2.611212433853643,3.117187976837158,0.699999988079071,2,4.510188123955785,6.298705119200131
1051,4.675781965255737,0.0,4.675781965255737,4.675781965255737,1.4792969822883606,3,25.40117202767302,21.729988452345406
1052,3.192176532670305,0.12988398868922613,3.117187976837158,3.4171422001697462,2.3378909826278687,4,18.71060964705726,23.44558260555289
1053,3.586473922178942,0.16933172200919544,3.4171422001697462,3.755805644188137,0.7792969942092896,2,7.872782206324625,8.780526363388763
1054,3.881175586504869,0.43910548842543823,3.4171422001697462,4.4705789151567235,1.558593988418579,3,18.43951355728216,19.004049825931812
1055,3.346281995198876,0.10021146290234205,3.2045615852571356,3.4171422001697462,1.399999976158142,3,12.31240756368289,14.717716655497993
1056,3.6429178295153406,0.15964747853692995,3.4171422001697462,3.755805644188137,1.558593988418579,3,16.245071560925062,17.837428480330377
1057,3.6973261749478468,0.4927645896907109,3.2045615852571356,4.1900907646385575,0.7792969942092896,2,8.366973880069667,9.051918585665696
1058,3.6204638758073,0.1353417683808371,3.485122107426463,3.755805644188137,0.7792969942092896,2,8.022714169761523,8.863741713730093
1059,3.64291782951534,0.15964747853692993,3.4171422001697462,3.755805644188137,1.558593988418579,3,16.24507156092506,17.837428480330374
1060,3.4801836147226366,0.27562202946550074,3.2045615852571356,3.755805644188137,1.0475226911596394,2,9.964548758553097,11.452900032514233
1061,3.3399972923308545,0.7103880254820774,2.2041847566547292,4.4083695133094585,3.9218650676882074,5,34.361709227745116,41.151780939038325
1062,4.039070550956261,0.45229701015231505,3.485122107426463,4.4083695133094585,3.117187976837158,5,39.94070735976159,39.554354751546015
1063,3.6973261749478468,0.4927645896907109,3.2045615852571356,4.1900907646385575,0.7792969942092896,2,8.366973880069667,9.051918585665696
1064,4.1900907646385575,0.0,4.1900907646385575,4.1900907646385575,0.7792969942092896,2,10.745824509067925,10.258321466212795
1065,3.7870571980328585,0.4225391920504845,3.2045615852571356,4.1900907646385575,2.25859397649765,4,25.44085929690354,26.871375811401517
1066,3.7698507906677072,0.9570111865996427,2.799999952316284,5.450040065869424,3.117187976837158,5,34.79374662254653,36.91790317927564
1067,3.3508252709521367,1.1053790394988676,1.399999976158142,4.880874606036668,10.86133676371702,13,95.78041735260582,114.33651068936797
1068,1.8633635802655666,0.3276475466193986,1.399999976158142,2.0950453823192787,1.558593988418579,3,4.250285309141196,9.123899069735915
1069,2.0950453823192787,0.0,2.0950453823192787,2.0950453823192787,1.0475226911596394,2,3.6111056157381305,6.89456304138009
1070,4.647227671564027,0.4817124833999296,4.1900907646385575,5.457662091304101,2.25859397649765,4,38.31033466528881,32.974786150208516
1071,3.876788221117871,0.31330254352068665,3.563485677597184,4.1900907646385575,0.699999988079071,2,8.26289185119652,8.5255024313027
1072,3.530030014842543,0.15964747853692995,3.4171422001697462,3.755805644188137,1.558593988418579,3,15.25385712808522,17.284676973224677
1073,4.189587563838921,0.5630513764273571,3.4171422001697462,4.743250978037558,1.826819685368929,3,25.184196987904865,24.0445596175377
1074,2.353128908086461,0.2580835257671821,2.0950453823192787,2.611212433853643,0.7792969942092896,2,3.389099511138592,5.76100952139434
1075,3.18350903902089,0.5722966051672471,2.611212433853643,3.755805644188137,0.7792969942092896,2,6.203046790458155,7.793974151700157
1076,2.907887009555389,0.2966745757017464,2.611212433853643,3.2045615852571356,1.0475226911596394,2,6.956781695083891,9.569535091595696
1077,2.304062519549056,0.8366527797178543,1.399999976158142,3.4171422001697462,3.5792969465255737,6,14.923686930868323,25.908475667212606
1078,4.117262191649035,0.7670625166644179,3.4171422001697462,5.457662091304101,3.117187976837158,5,41.50208564313106,40.32008039449998
1079,4.068620742970554,0.7877335925562815,3.4171422001697462,5.457662091304101,4.596484959125519,7,59.75993859274633,58.75203649393462
