component_id,voxel_count,volume_mm3,centroid_z,centroid_y,centroid_x,bbox_min_z,bbox_min_y,bbox_min_x,bbox_max_z,bbox_max_y,bbox_max_x
1,449,190.87558271862414,415.4610244988864,122.79287305122494,194.8619153674833,391,97,183,444,143,207
